Primary star name,All star names,Mass [MSun],Mass [MSun] errorminus,Mass [MSun] errorplus,Radius [RSun],Radius [RSun] errorminus,Radius [RSun] errorplus,Age [Gyr],Age [Gyr] errorminus,Age [Gyr] errorplus,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,Metallicity [Fe/H],Metallicity [Fe/H] errorminus,Metallicity [Fe/H] errorplus,Temperature [K],Temperature [K] errorminus,Temperature [K] errorplus,Spectral type,Visual magnitude,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
Kepler-626,Kepler-626,1.01,0.04,0.05,1.05,0.09,0.12,,,,,,0.01,0.10,0.09,5813.0,94.6,93.8,,,,,Kepler-626.xml
Kepler-627,Kepler-627,1.30,0.14,0.21,1.49,0.27,0.64,,,,,,0.05,0.14,0.13,6424.0,213.4,160.1,,,,,Kepler-627.xml
Kepler-628,Kepler-628,1.00,0.04,0.05,1.28,0.21,0.25,,,,,,0.04,0.09,0.07,5721.0,51.4,47.0,,,,,Kepler-628.xml
Kepler-629,Kepler-629,0.93,0.03,0.03,0.84,0.02,0.02,,,,,,0.01,0.10,0.09,5444.0,60.2,72.0,,,,,Kepler-629.xml
Kepler-63,Kepler-63|KIC 11554435|KOI-63,0.984,0.04,0.035,0.901,0.022,0.027,,,,,,0.05,0.08,0.08,5576,50,50,,12.02,0.18,0.18,Kepler-63.xml
Kepler-630,Kepler-630,1.02,0.04,0.04,1.04,0.08,0.11,,,,,,0.03,0.10,0.09,5829.0,98.9,97.4,,,,,Kepler-630.xml
Kepler-631,Kepler-631,1.24,0.05,0.05,1.33,0.10,0.14,,,,,,0.23,0.08,0.08,6185.0,75.5,85.6,,,,,Kepler-631.xml
Kepler-632,Kepler-632,0.91,0.03,0.03,0.84,0.02,0.02,,,,,,0.11,0.09,0.09,5322.0,82.7,89.6,,,,,Kepler-632.xml
Kepler-633,Kepler-633,1.02,0.06,0.06,1.15,0.14,0.21,,,,,,-0.05,0.13,0.10,5899.0,91.6,86.2,,,,,Kepler-633.xml
Kepler-634,Kepler-634,1.03,0.07,0.09,1.24,0.16,0.19,,,,,,-0.18,0.13,0.13,6075.0,77.5,86.2,,,,,Kepler-634.xml
Kepler-635,Kepler-635,1.33,0.05,0.06,1.51,0.15,0.20,,,,,,0.41,0.04,0.04,6174.0,82.8,70.4,,,,,Kepler-635.xml
Kepler-636,Kepler-636,0.85,0.04,0.03,0.80,0.02,0.02,,,,,,-0.02,0.11,0.11,5203.0,72.9,56.5,,,,,Kepler-636.xml
Kepler-637,Kepler-637,1.64,0.10,0.07,2.56,0.30,0.27,,,,,,0.38,0.05,0.05,6096.0,44.4,47.0,,,,,Kepler-637.xml
Kepler-638,Kepler-638,0.88,0.04,0.04,0.93,0.09,0.29,,,,,,0.04,0.12,0.10,5382.0,59.4,50.1,,,,,Kepler-638.xml
Kepler-639,Kepler-639,1.14,0.06,0.09,1.29,0.18,0.26,,,,,,0.23,0.07,0.08,5896.0,59.6,77.0,,,,,Kepler-639.xml
Kepler-640,Kepler-640,1.01,0.03,0.03,0.94,0.03,0.03,,,,,,0.15,0.08,0.08,5653.0,62.8,72.4,,,,,Kepler-640.xml
Kepler-641,Kepler-641,1.02,0.04,0.05,1.13,0.14,0.19,,,,,,0.15,0.09,0.09,5713.0,83.5,81.6,,,,,Kepler-641.xml
Kepler-642,Kepler-642,1.40,0.16,0.23,1.66,0.32,0.74,,,,,,0.06,0.14,0.13,6570.0,201.1,133.3,,,,,Kepler-642.xml
Kepler-643,Kepler-643,1.00,0.04,0.07,2.52,0.07,0.08,,,,,,0.13,0.11,0.08,4908.0,47.8,45.3,,,,,Kepler-643.xml
Kepler-644,Kepler-644,1.49,0.17,0.22,1.81,0.35,0.67,,,,,,0.08,0.15,0.14,6747.0,238.6,156.0,,,,,Kepler-644.xml
Kepler-645,Kepler-645,1.13,0.09,0.14,1.21,0.16,0.36,,,,,,-0.01,0.19,0.13,6170.0,162.1,144.2,,,,,Kepler-645.xml
Kepler-646,Kepler-646,0.93,0.06,0.06,0.91,0.08,0.13,,,,,,-0.07,0.19,0.16,5634.0,139.4,118.0,,,,,Kepler-646.xml
Kepler-647,Kepler-647,1.03,0.05,0.06,1.07,0.09,0.13,,,,,,-0.14,0.12,0.12,6020.0,72.5,81.2,,,,,Kepler-647.xml
Kepler-648,Kepler-648,1.05,0.03,0.03,0.98,0.03,0.03,,,,,,0.21,0.08,0.07,5741.0,51.6,55.0,,,,,Kepler-648.xml
Kepler-649,Kepler-649,0.97,0.05,0.04,0.94,0.05,0.06,,,,,,-0.17,0.12,0.11,5871.0,54.7,62.2,,,,,Kepler-649.xml
Kepler-65,Kepler-65|KOI-85|KIC 5866724,1.25,,,1.41,,,2.9,,,,,0.17,,,6211,,,F,10.92,0.06,0.06,Kepler-65.xml
Kepler-650,Kepler-650,1.08,0.05,0.08,1.35,0.21,0.23,,,,,,0.13,0.08,0.09,5849.0,77.6,64.9,,,,,Kepler-650.xml
Kepler-651,Kepler-651,0.92,0.04,0.03,0.87,0.03,0.04,,,,,,-0.04,0.12,0.11,5522.0,54.3,64.2,,,,,Kepler-651.xml
Kepler-652,Kepler-652,0.97,0.02,0.02,0.88,0.01,0.02,,,,,,0.17,0.07,0.06,5490.0,40.9,43.2,,,,,Kepler-652.xml
Kepler-653,Kepler-653,1.02,0.04,0.05,1.19,0.16,0.17,,,,,,0.23,0.08,0.08,5665.0,60.9,55.0,,,,,Kepler-653.xml
Kepler-654,Kepler-654,1.04,0.04,0.05,1.11,0.11,0.17,,,,,,0.04,0.09,0.09,5865.0,89.5,93.8,,,,,Kepler-654.xml
Kepler-655,Kepler-655,1.15,0.05,0.06,1.24,0.12,0.18,,,,,,0.00,0.10,0.09,6170.0,62.6,73.0,,,,,Kepler-655.xml
Kepler-656,Kepler-656,0.86,0.04,0.04,0.82,0.05,0.05,,,,,,-0.04,0.17,0.15,5281.0,58.8,63.3,,,,,Kepler-656.xml
Kepler-657,Kepler-657,1.01,0.06,0.06,1.01,0.09,0.20,,,,,,0.03,0.16,0.14,5808.0,121.5,88.7,,,,,Kepler-657.xml
Kepler-658,Kepler-658,0.63,0.03,0.02,0.60,0.02,0.02,,,,,,-0.04,0.10,0.09,4103.0,37.4,39.4,,,,,Kepler-658.xml
Kepler-659,Kepler-659,0.79,0.04,0.03,0.74,0.04,0.03,,,,,,0.02,0.18,0.16,4870.0,56.1,49.2,,,,,Kepler-659.xml
Kepler-66,Kepler-66|KOI-1958|KIC 9836149,1.038,0.044,0.044,0.966,0.042,0.042,1,0.17,0.17,,,0.012,0.003,0.003,5962,79,79,G0V,15.3,,,Kepler-66.xml
Kepler-660,Kepler-660,0.75,0.05,0.04,0.71,0.04,0.03,,,,,,-0.07,0.18,0.15,4779.0,49.2,44.7,,,,,Kepler-660.xml
Kepler-661,Kepler-661,0.70,0.04,0.03,0.67,0.04,0.03,,,,,,-0.05,0.15,0.16,4483.0,57.1,56.8,,,,,Kepler-661.xml
Kepler-662,Kepler-662,0.79,0.04,0.04,0.74,0.04,0.03,,,,,,-0.03,0.17,0.16,4897.0,60.0,52.5,,,,,Kepler-662.xml
Kepler-663,Kepler-663,0.86,0.04,0.04,0.82,0.04,0.06,,,,,,0.03,0.17,0.15,5264.0,127.7,90.6,,,,,Kepler-663.xml
Kepler-664,Kepler-664,1.01,0.05,0.06,1.02,0.10,0.26,,,,,,0.07,0.15,0.15,5754.0,86.1,73.6,,,,,Kepler-664.xml
Kepler-665,Kepler-665,0.79,0.04,0.04,0.74,0.04,0.03,,,,,,-0.03,0.17,0.15,4913.0,87.0,93.8,,,,,Kepler-665.xml
Kepler-666,Kepler-666,1.03,0.08,0.09,1.05,0.12,0.25,,,,,,0.01,0.17,0.14,5887.0,179.0,164.9,,,,,Kepler-666.xml
Kepler-667,Kepler-667,0.91,0.04,0.04,0.87,0.05,0.07,,,,,,0.15,0.16,0.15,5327.0,70.4,53.0,,,,,Kepler-667.xml
Kepler-668,Kepler-668,0.87,0.05,0.04,0.82,0.05,0.06,,,,,,-0.06,0.17,0.15,5352.0,60.9,60.6,,,,,Kepler-668.xml
Kepler-669,Kepler-669,1.15,0.07,0.10,1.20,0.13,0.32,,,,,,0.14,0.14,0.15,6038.0,109.2,97.8,,,,,Kepler-669.xml
Kepler-67,Kepler-67|KOI-2115|KIC 9532052,0.865,0.034,0.034,0.778,0.031,0.031,1,0.17,0.17,,,0.012,0.003,0.003,5331,63,63,G9V,16.4,,,Kepler-67.xml
Kepler-670,Kepler-670,0.99,0.06,0.05,0.99,0.09,0.22,,,,,,0.07,0.15,0.14,5709.0,134.4,89.4,,,,,Kepler-670.xml
Kepler-671,Kepler-671,0.97,0.04,0.05,0.95,0.07,0.17,,,,,,0.08,0.14,0.14,5624.0,91.4,74.8,,,,,Kepler-671.xml
Kepler-672,Kepler-672,0.95,0.05,0.04,0.92,0.06,0.11,,,,,,-0.01,0.18,0.15,5627.0,79.7,75.5,,,,,Kepler-672.xml
Kepler-673,Kepler-673,0.88,0.05,0.04,0.84,0.05,0.07,,,,,,0.00,0.17,0.15,5355.0,71.7,60.4,,,,,Kepler-673.xml
Kepler-674,Kepler-674,0.60,0.04,0.04,0.57,0.02,0.03,,,,,,-0.27,0.14,0.14,4192.0,42.8,41.0,,,,,Kepler-674.xml
Kepler-675,Kepler-675,0.79,0.04,0.04,0.75,0.04,0.03,,,,,,-0.05,0.18,0.15,4945.0,71.0,69.9,,,,,Kepler-675.xml
Kepler-676,Kepler-676,0.51,0.03,0.02,0.49,0.03,0.02,,,,,,-0.02,0.09,0.09,3701.0,40.1,39.3,,,,,Kepler-676.xml
Kepler-677,Kepler-677,1.00,0.05,0.05,0.99,0.08,0.21,,,,,,0.06,0.16,0.14,5723.0,88.0,68.8,,,,,Kepler-677.xml
Kepler-678,Kepler-678,0.94,0.05,0.04,0.91,0.06,0.12,,,,,,0.07,0.15,0.16,5520.0,108.1,73.0,,,,,Kepler-678.xml
Kepler-679,Kepler-679,0.87,0.05,0.05,0.84,0.06,0.07,,,,,,-0.09,0.18,0.16,5403.0,105.8,97.1,,,,,Kepler-679.xml
Kepler-68 A,Kepler-68 A|KOI-246 A|KIC 11295426 A|2MASS J19240775+4902249|TYC 3551-189-1,1.079,0.051,0.051,1.243,0.019,0.019,6.3,1.7,1.7,,,0.12,0.074,0.074,5793,74,74,G,9.997,0.001,0.001,Kepler-68.xml
Kepler-68 B,Kepler-68 B|KOI-246 B|KIC 11295426 B,0.175,0.010,0.013,,,,,,,,,,,,,,,,,,,Kepler-68.xml
Kepler-680,Kepler-680,1.08,0.06,0.10,1.11,0.11,0.38,,,,,,0.13,0.15,0.15,5890.0,99.2,77.4,,,,,Kepler-680.xml
Kepler-681,Kepler-681,0.80,0.05,0.04,0.76,0.04,0.03,,,,,,-0.04,0.16,0.15,5021.0,62.1,63.8,,,,,Kepler-681.xml
Kepler-682,Kepler-682,0.92,0.05,0.04,0.89,0.06,0.09,,,,,,-0.05,0.17,0.14,5559.0,82.2,84.6,,,,,Kepler-682.xml
Kepler-683,Kepler-683,0.96,0.06,0.06,0.95,0.08,0.16,,,,,,-0.03,0.18,0.14,5703.0,149.4,140.9,,,,,Kepler-683.xml
Kepler-684,Kepler-684,0.89,0.06,0.06,0.86,0.07,0.08,,,,,,-0.11,0.19,0.16,5493.0,118.7,123.7,,,,,Kepler-684.xml
Kepler-685,Kepler-685,1.11,0.07,0.11,1.16,0.13,0.34,,,,,,0.15,0.15,0.14,5963.0,126.2,94.4,,,,,Kepler-685.xml
Kepler-686,Kepler-686,0.94,0.06,0.06,0.92,0.08,0.15,,,,,,-0.07,0.18,0.15,5649.0,112.8,155.1,,,,,Kepler-686.xml
Kepler-687,Kepler-687,0.77,0.04,0.04,0.73,0.04,0.03,,,,,,-0.04,0.16,0.14,4841.0,64.0,93.0,,,,,Kepler-687.xml
Kepler-688,Kepler-688,0.98,0.07,0.07,0.96,0.09,0.17,,,,,,0.02,0.17,0.13,5715.0,199.2,152.5,,,,,Kepler-688.xml
Kepler-689,Kepler-689,0.91,0.06,0.05,0.88,0.07,0.10,,,,,,-0.01,0.18,0.14,5518.0,162.7,122.7,,,,,Kepler-689.xml
Kepler-69,Kepler-69|KOI-172|KIC 8692861,0.81,,,0.93,,,,,,,,-0.29,,,5638,,,G4V,,,,Kepler-69.xml
Kepler-690,Kepler-690,1.11,0.06,0.10,1.16,0.14,0.36,,,,,,0.19,0.15,0.13,5913.0,115.9,87.6,,,,,Kepler-690.xml
Kepler-691,Kepler-691,0.53,0.02,0.02,0.50,0.02,0.02,,,,,,0.04,0.08,0.08,3715.0,36.8,37.4,,,,,Kepler-691.xml
Kepler-692,Kepler-692,0.90,0.05,0.05,0.86,0.06,0.10,,,,,,-0.01,0.17,0.14,5440.0,162.0,157.8,,,,,Kepler-692.xml
Kepler-693,Kepler-693,0.76,0.05,0.04,0.72,0.04,0.04,,,,,,-0.10,0.18,0.17,4881.0,77.4,78.8,,,,,Kepler-693.xml
Kepler-694,Kepler-694,0.97,0.06,0.05,0.95,0.07,0.14,,,,,,0.00,0.17,0.13,5700.0,116.7,110.5,,,,,Kepler-694.xml
Kepler-695,Kepler-695,0.84,0.05,0.05,0.80,0.05,0.06,,,,,,-0.01,0.16,0.15,5181.0,197.9,199.5,,,,,Kepler-695.xml
Kepler-696,Kepler-696,1.06,0.07,0.08,1.08,0.12,0.29,,,,,,0.07,0.17,0.15,5903.0,160.2,106.8,,,,,Kepler-696.xml
Kepler-697,Kepler-697,0.92,0.06,0.05,0.88,0.07,0.12,,,,,,-0.01,0.19,0.14,5513.0,134.2,113.0,,,,,Kepler-697.xml
Kepler-698,Kepler-698,0.94,0.06,0.05,0.91,0.07,0.11,,,,,,-0.03,0.18,0.14,5612.0,116.0,128.4,,,,,Kepler-698.xml
Kepler-699,Kepler-699,0.81,0.07,0.06,0.78,0.07,0.08,,,,,,-0.26,0.23,0.18,5330.0,71.2,112.8,,,,,Kepler-699.xml
Kepler-7,Kepler-7|KOI-97|KIC 5780885,1.32,0.09,0.09,1.96,0.07,0.07,,,,,,0.10,0.10,0.10,6027,75,75,G0,,,,Kepler-7.xml
Kepler-700,Kepler-700,0.98,0.05,0.04,0.96,0.07,0.15,,,,,,0.04,0.15,0.14,5692.0,115.6,77.7,,,,,Kepler-700.xml
Kepler-701,Kepler-701,0.88,0.05,0.04,0.84,0.05,0.07,,,,,,0.00,0.17,0.15,5343.0,88.5,73.6,,,,,Kepler-701.xml
Kepler-702,Kepler-702,0.90,0.05,0.05,0.86,0.05,0.08,,,,,,0.00,0.16,0.14,5419.0,143.8,122.2,,,,,Kepler-702.xml
Kepler-703,Kepler-703,1.18,0.12,0.20,1.27,0.21,0.57,,,,,,0.05,0.15,0.14,6185.0,248.4,197.6,,,,,Kepler-703.xml
Kepler-704,Kepler-704,0.97,0.05,0.04,0.96,0.08,0.22,,,,,,0.09,0.14,0.14,5616.0,102.8,77.9,,,,,Kepler-704.xml
Kepler-705,Kepler-705,0.53,0.02,0.02,0.51,0.02,0.01,,,,,,0.07,0.07,0.07,3722.0,32.9,30.0,,,,,Kepler-705.xml
Kepler-706,Kepler-706,0.87,0.05,0.04,0.84,0.06,0.08,,,,,,-0.06,0.17,0.15,5394.0,107.7,78.2,,,,,Kepler-706.xml
Kepler-707,Kepler-707,0.80,0.05,0.04,0.76,0.06,0.04,,,,,,-0.12,0.20,0.16,5099.0,69.8,81.8,,,,,Kepler-707.xml
Kepler-708,Kepler-708,0.97,0.06,0.06,0.96,0.09,0.21,,,,,,0.01,0.17,0.13,5692.0,151.8,138.5,,,,,Kepler-708.xml
Kepler-709,Kepler-709,0.80,0.05,0.04,0.77,0.05,0.04,,,,,,-0.08,0.18,0.16,5071.0,83.4,83.6,,,,,Kepler-709.xml
Kepler-71,Kepler-71|KOI-217|KIC 9595827,0.9230,0.0790,0.0790,0.8870,0.0680,0.0680,0.4000,3.7000,3.7000,,,,,,5543.00,138.00,138.00,,,,,Kepler-71.xml
Kepler-710,Kepler-710,0.94,0.06,0.06,0.91,0.07,0.12,,,,,,-0.04,0.19,0.14,5611.0,127.0,156.9,,,,,Kepler-710.xml
Kepler-711,Kepler-711,0.84,0.06,0.06,0.80,0.06,0.08,,,,,,-0.04,0.18,0.16,5222.0,219.6,237.0,,,,,Kepler-711.xml
Kepler-712,Kepler-712,0.84,0.04,0.03,0.78,0.02,0.02,,,,,,-0.03,0.10,0.11,5148.0,78.1,83.5,,,,,Kepler-712.xml
Kepler-713,Kepler-713,0.98,0.08,0.11,0.99,0.12,0.20,,,,,,-0.03,0.18,0.15,5785.0,234.0,265.5,,,,,Kepler-713.xml
Kepler-714,Kepler-714,1.09,0.07,0.08,1.12,0.12,0.29,,,,,,0.04,0.16,0.14,5995.0,117.1,106.7,,,,,Kepler-714.xml
Kepler-715,Kepler-715,1.04,0.06,0.06,1.04,0.10,0.23,,,,,,0.02,0.16,0.12,5871.0,97.1,99.5,,,,,Kepler-715.xml
Kepler-716,Kepler-716,0.83,0.04,0.04,0.78,0.04,0.04,,,,,,0.00,0.17,0.16,5099.0,72.8,52.7,,,,,Kepler-716.xml
Kepler-717,Kepler-717,0.88,0.05,0.05,0.85,0.06,0.09,,,,,,-0.12,0.17,0.15,5485.0,81.8,120.8,,,,,Kepler-717.xml
Kepler-718,Kepler-718,1.18,0.14,0.23,1.30,0.24,0.55,,,,,,0.06,0.14,0.14,6191.0,307.1,307.3,,,,,Kepler-718.xml
Kepler-719,Kepler-719,0.99,0.07,0.08,0.98,0.10,0.21,,,,,,-0.02,0.18,0.14,5777.0,220.8,199.4,,,,,Kepler-719.xml
Kepler-720,Kepler-720,0.95,0.07,0.11,0.92,0.09,0.18,,,,,,0.00,0.18,0.14,5618.0,250.5,328.5,,,,,Kepler-720.xml
Kepler-721,Kepler-721,0.82,0.04,0.04,0.78,0.04,0.04,,,,,,-0.01,0.15,0.16,5075.0,56.1,53.6,,,,,Kepler-721.xml
Kepler-722,Kepler-722,1.03,0.07,0.07,1.05,0.11,0.28,,,,,,0.02,0.17,0.14,5863.0,131.9,103.5,,,,,Kepler-722.xml
Kepler-723,Kepler-723,0.92,0.05,0.04,0.89,0.06,0.12,,,,,,0.00,0.18,0.14,5539.0,85.2,75.5,,,,,Kepler-723.xml
Kepler-724,Kepler-724,0.90,0.05,0.06,0.86,0.06,0.10,,,,,,-0.02,0.17,0.14,5437.0,122.7,176.2,,,,,Kepler-724.xml
Kepler-725,Kepler-725,0.88,0.04,0.04,0.84,0.05,0.07,,,,,,-0.01,0.17,0.14,5363.0,62.8,59.2,,,,,Kepler-725.xml
Kepler-726,Kepler-726,0.88,0.05,0.05,0.85,0.07,0.08,,,,,,-0.09,0.17,0.16,5452.0,94.3,122.9,,,,,Kepler-726.xml
Kepler-727,Kepler-727,0.89,0.06,0.05,0.86,0.06,0.10,,,,,,-0.01,0.19,0.15,5441.0,157.4,107.9,,,,,Kepler-727.xml
Kepler-728,Kepler-728,0.95,0.06,0.06,0.93,0.07,0.12,,,,,,-0.03,0.19,0.14,5660.0,108.4,133.1,,,,,Kepler-728.xml
Kepler-729,Kepler-729,0.94,0.06,0.04,0.91,0.06,0.11,,,,,,-0.05,0.20,0.14,5633.0,56.3,71.0,,,,,Kepler-729.xml
Kepler-730,Kepler-730,1.00,0.04,0.05,1.01,0.09,0.28,,,,,,0.07,0.14,0.14,5726.0,67.4,64.8,,,,,Kepler-730.xml
Kepler-731,Kepler-731,1.03,0.06,0.09,1.06,0.12,0.24,,,,,,0.04,0.15,0.13,5849.0,139.5,200.4,,,,,Kepler-731.xml
Kepler-732,Kepler-732,0.49,0.03,0.03,0.46,0.03,0.03,,,,,,-0.01,0.09,0.09,3631.0,37.0,35.0,,,,,Kepler-732.xml
Kepler-733,Kepler-733,0.90,0.05,0.04,0.86,0.05,0.08,,,,,,0.01,0.16,0.14,5418.0,94.3,89.8,,,,,Kepler-733.xml
Kepler-734,Kepler-734,0.85,0.04,0.03,0.78,0.03,0.03,,,,,,-0.17,0.11,0.11,5326.0,44.6,51.7,,,,,Kepler-734.xml
Kepler-735,Kepler-735,0.85,0.04,0.03,0.80,0.03,0.04,,,,,,0.07,0.15,0.14,5107.0,45.5,42.9,,,,,Kepler-735.xml
Kepler-736,Kepler-736,0.86,0.05,0.04,0.81,0.04,0.05,,,,,,0.03,0.18,0.17,5217.0,50.9,50.3,,,,,Kepler-736.xml
Kepler-737,Kepler-737,0.51,0.03,0.03,0.48,0.02,0.03,,,,,,-0.24,0.08,0.09,3813.0,38.5,40.1,,,,,Kepler-737.xml
Kepler-738,Kepler-738,0.86,0.05,0.04,0.82,0.05,0.06,,,,,,-0.09,0.17,0.15,5327.0,61.9,66.3,,,,,Kepler-738.xml
Kepler-739,Kepler-739,0.93,0.06,0.05,0.90,0.07,0.11,,,,,,-0.08,0.19,0.16,5601.0,87.8,90.0,,,,,Kepler-739.xml
Kepler-74,Kepler-74|KOI-200|KIC 6046540|2MASS 19322220+4121198|KIC 6046540,1.18,0.04,0.04,1.12,0.04,0.04,0.8,0.5,0.9,,,0.42,0.11,0.11,6000,100,100,F8V,14.23,0.17,0.17,Kepler-74.xml
Kepler-740,Kepler-740,0.91,0.04,0.04,0.87,0.05,0.10,,,,,,0.03,0.16,0.14,5438.0,80.5,62.5,,,,,Kepler-740.xml
Kepler-741,Kepler-741,1.16,0.08,0.13,1.24,0.15,0.42,,,,,,0.07,0.14,0.14,6129.0,111.8,80.6,,,,,Kepler-741.xml
Kepler-742,Kepler-742,0.76,0.04,0.03,0.71,0.03,0.02,,,,,,0.07,0.18,0.16,4642.0,44.0,41.8,,,,,Kepler-742.xml
Kepler-743,Kepler-743,0.94,0.03,0.03,0.85,0.02,0.02,,,,,,0.01,0.10,0.09,5486.0,78.8,77.5,,,,,Kepler-743.xml
Kepler-744,Kepler-744,0.94,0.04,0.04,0.93,0.05,0.06,,,,,,0.00,0.11,0.10,5594.0,77.4,84.0,,,,,Kepler-744.xml
Kepler-745,Kepler-745,1.04,0.07,0.07,1.04,0.10,0.28,,,,,,0.06,0.16,0.13,5849.0,158.1,106.5,,,,,Kepler-745.xml
Kepler-746,Kepler-746,0.91,0.03,0.04,0.93,0.07,0.10,,,,,,0.09,0.09,0.10,5418.0,89.8,87.1,,,,,Kepler-746.xml
Kepler-747,Kepler-747,0.82,0.05,0.04,0.78,0.04,0.04,,,,,,-0.03,0.17,0.17,5096.0,92.8,70.4,,,,,Kepler-747.xml
Kepler-748,Kepler-748,1.07,0.07,0.09,1.10,0.12,0.28,,,,,,0.08,0.17,0.14,5934.0,141.9,95.2,,,,,Kepler-748.xml
Kepler-749,Kepler-749,0.79,0.05,0.06,0.75,0.06,0.06,,,,,,-0.11,0.19,0.17,5009.0,165.4,218.0,,,,,Kepler-749.xml
Kepler-75,Kepler-75|KOI-889|KIC 757450|2MASS 19243302+3634385,0.91,0.04,0.04,0.89,0.02,0.02,6.2,2.8,3.5,,,0.30,0.12,0.12,5200,100,100,K0V,,,,Kepler-75.xml
Kepler-750,Kepler-750,1.15,0.08,0.14,1.23,0.16,0.42,,,,,,0.03,0.16,0.13,6160.0,121.5,91.0,,,,,Kepler-750.xml
Kepler-751,Kepler-751,0.87,0.06,0.05,0.84,0.06,0.08,,,,,,-0.06,0.18,0.16,5387.0,138.3,131.8,,,,,Kepler-751.xml
Kepler-752,Kepler-752,0.87,0.06,0.05,0.83,0.06,0.07,,,,,,-0.08,0.17,0.16,5373.0,107.2,161.7,,,,,Kepler-752.xml
Kepler-753,Kepler-753,0.68,0.03,0.03,0.65,0.02,0.02,,,,,,-0.03,0.09,0.12,4346.0,39.7,51.4,,,,,Kepler-753.xml
Kepler-754,Kepler-754,1.06,0.08,0.08,1.08,0.12,0.26,,,,,,0.05,0.16,0.13,5935.0,182.0,126.1,,,,,Kepler-754.xml
Kepler-755,Kepler-755,0.82,0.04,0.03,0.77,0.02,0.02,,,,,,-0.01,0.11,0.10,5043.0,83.5,89.6,,,,,Kepler-755.xml
Kepler-756,Kepler-756,0.82,0.06,0.06,0.79,0.07,0.06,,,,,,-0.19,0.21,0.18,5282.0,62.5,97.9,,,,,Kepler-756.xml
Kepler-757,Kepler-757,1.08,0.11,0.14,1.13,0.18,0.38,,,,,,0.02,0.16,0.13,6014.0,288.9,221.1,,,,,Kepler-757.xml
Kepler-758,Kepler-758,1.16,0.08,0.12,1.42,0.23,0.31,,,,,,-0.10,0.13,0.12,6228.0,60.6,72.2,,,,,Kepler-758.xml
Kepler-759,Kepler-759,1.04,0.06,0.06,1.04,0.09,0.22,,,,,,0.06,0.16,0.14,5860.0,133.9,94.6,,,,,Kepler-759.xml
Kepler-76,Kepler-76|KIC 4570949|KOI-1658,1.20,0.20,0.20,1.32,0.08,0.08,,,,,,-0.10,0.20,0.20,6409,95,95,G2V,,,,Kepler-76.xml
Kepler-760,Kepler-760,0.89,0.04,0.04,0.85,0.04,0.07,,,,,,0.08,0.17,0.15,5322.0,81.7,65.7,,,,,Kepler-760.xml
Kepler-761,Kepler-761,0.95,0.06,0.06,0.93,0.07,0.11,,,,,,-0.09,0.19,0.15,5706.0,104.4,130.9,,,,,Kepler-761.xml
Kepler-762,Kepler-762,1.06,0.06,0.07,1.08,0.11,0.23,,,,,,0.02,0.16,0.14,5944.0,123.9,98.9,,,,,Kepler-762.xml
Kepler-763,Kepler-763,0.84,0.04,0.04,0.80,0.04,0.05,,,,,,0.01,0.15,0.13,5166.0,93.7,75.7,,,,,Kepler-763.xml
Kepler-764,Kepler-764,0.92,0.05,0.05,0.89,0.07,0.10,,,,,,-0.06,0.18,0.14,5557.0,102.6,132.8,,,,,Kepler-764.xml
Kepler-765,Kepler-765,1.05,0.06,0.06,1.06,0.10,0.23,,,,,,0.04,0.15,0.14,5901.0,90.0,81.2,,,,,Kepler-765.xml
Kepler-766,Kepler-766,1.10,0.07,0.09,1.15,0.13,0.31,,,,,,0.09,0.15,0.15,5992.0,141.0,95.5,,,,,Kepler-766.xml
Kepler-767,Kepler-767,0.96,0.06,0.06,0.94,0.08,0.12,,,,,,-0.05,0.20,0.14,5694.0,124.1,163.4,,,,,Kepler-767.xml
Kepler-768,Kepler-768,0.82,0.05,0.05,0.78,0.05,0.05,,,,,,-0.03,0.17,0.15,5108.0,165.0,177.5,,,,,Kepler-768.xml
Kepler-769,Kepler-769,1.19,0.11,0.17,1.28,0.19,0.55,,,,,,0.06,0.14,0.13,6186.0,184.1,127.2,,,,,Kepler-769.xml
Kepler-77,Kepler-77|KOI-127|KIC 8359498|GSC2.3 N2K0000444|USNO-A2 1275-11111739|2MASS 19182590+4420435,0.95,0.04,0.04,0.99,0.02,0.02,7.5,2,2,,,0.20,0.05,0.05,5520,60,60,G5V,14.10,0.03,0.03,Kepler-77.xml
Kepler-770,Kepler-770,0.94,0.06,0.05,0.92,0.07,0.12,,,,,,-0.01,0.18,0.14,5598.0,124.5,127.6,,,,,Kepler-770.xml
Kepler-771,Kepler-771,1.03,0.07,0.08,1.05,0.11,0.18,,,,,,0.01,0.17,0.14,5906.0,193.8,145.9,,,,,Kepler-771.xml
Kepler-772,Kepler-772,0.98,0.04,0.04,1.11,0.15,0.22,,,,,,0.03,0.10,0.08,5714.0,85.0,67.6,,,,,Kepler-772.xml
Kepler-773,Kepler-773,1.04,0.03,0.04,1.01,0.04,0.05,,,,,,0.05,0.09,0.09,5850.0,65.3,76.7,,,,,Kepler-773.xml
Kepler-774,Kepler-774,1.57,0.14,0.11,2.42,0.41,0.34,,,,,,0.04,0.04,0.08,6403.0,76.7,86.2,,,,,Kepler-774.xml
Kepler-775,Kepler-775,0.92,0.03,0.03,0.84,0.02,0.02,,,,,,-0.04,0.10,0.10,5468.0,70.5,68.0,,,,,Kepler-775.xml
